module,rel_path,function,field,line,mechanism,writer_class,schema_source,notes
tests.helpers.failure_classification_dashboard_expectations,tests/helpers/failure_classification_dashboard_expectations.py,assert_controlled_failure_dashboard_entry,fallback_content_owner,841,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.helpers.failure_classification_split_owner,tests/helpers/failure_classification_split_owner.py,split_owner_acceptance_matrix_row_ids,fallback_selection_owner,101,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.helpers.failure_classification_split_owner,tests/helpers/failure_classification_split_owner.py,split_owner_acceptance_matrix_row_ids,fallback_content_owner,102,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.helpers.failure_classification_split_owner,tests/helpers/failure_classification_split_owner.py,split_owner_acceptance_matrix_row_ids,owner_bucket,104,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.helpers.failure_classification_split_owner,tests/helpers/failure_classification_split_owner.py,split_owner_fem_meta_from_matrix_row,fallback_temporal_frame,394,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.helpers.failure_classification_split_owner,tests/helpers/failure_classification_split_owner.py,split_owner_fem_meta_from_matrix_row,fallback_family_used,399,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.helpers.failure_classification_split_owner,tests/helpers/failure_classification_split_owner.py,split_owner_fem_meta_from_matrix_row,visibility_fallback_owner_bucket,405,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.helpers.failure_classification_split_owner,tests/helpers/failure_classification_split_owner.py,split_owner_fem_meta_from_matrix_row,producer_repair_kind,406,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.helpers.failure_classification_split_owner,tests/helpers/failure_classification_split_owner.py,split_owner_fem_meta_from_matrix_row,sanitizer_empty_fallback_owner,436,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.helpers.failure_classification_split_owner,tests/helpers/failure_classification_split_owner.py,split_owner_fem_meta_from_matrix_row,sanitizer_strict_social_selection_owner,448,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.helpers.failure_classification_split_owner,tests/helpers/failure_classification_split_owner.py,split_owner_fem_meta_from_matrix_row,sanitizer_strict_social_prose_owner,449,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.helpers.failure_classification_split_owner,tests/helpers/failure_classification_split_owner.py,split_owner_fem_meta_from_matrix_row,fallback_provenance_trace,459,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.helpers.failure_classification_split_owner,tests/helpers/failure_classification_split_owner.py,split_owner_fem_meta_from_matrix_row,sealed_fallback_owner_bucket,470,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.helpers.failure_classification_split_owner,tests/helpers/failure_classification_split_owner.py,split_owner_fem_meta_from_matrix_row,realization_fallback_family,471,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.helpers.failure_classification_split_owner,tests/helpers/failure_classification_split_owner.py,split_owner_lineage_event_from_matrix_row,fallback_content_owner,586,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.helpers.failure_classification_split_owner,tests/helpers/failure_classification_split_owner.py,split_owner_lineage_event_from_matrix_row,fallback_owner_bucket,587,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.helpers.failure_classification_split_owner,tests/helpers/failure_classification_split_owner.py,split_owner_lineage_event_from_matrix_row,fallback_authorship_source,588,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.helpers.failure_classification_split_owner,tests/helpers/failure_classification_split_owner.py,split_owner_observed_row_from_matrix_row,visibility_fallback_owner_bucket,637,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.helpers.failure_classification_split_owner,tests/helpers/failure_classification_split_owner.py,split_owner_observed_row_from_matrix_row,fallback_content_owner,644,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.helpers.failure_classification_split_owner,tests/helpers/failure_classification_split_owner.py,split_owner_observed_row_from_matrix_row,opening_fallback_owner_bucket,645,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.helpers.failure_classification_split_owner,tests/helpers/failure_classification_split_owner.py,split_owner_observed_row_from_matrix_row,sealed_fallback_owner_bucket,694,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.helpers.failure_classifier,tests/helpers/failure_classifier.py,validate_failure_classification_row,fallback_selection_owner,393,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.helpers.failure_classifier,tests/helpers/failure_classifier.py,validate_failure_classification_row,fallback_content_owner,397,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.helpers.failure_classifier,tests/helpers/failure_classifier.py,_emission_sublayer,fallback_family,490,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.helpers.failure_classifier,tests/helpers/failure_classifier.py,_opening_fallback_evidence_present,fallback_family,560,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.helpers.failure_classifier,tests/helpers/failure_classifier.py,classify_replay_failure,opening_fallback_owner_bucket,1035,subscript_store,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.helpers.failure_classifier,tests/helpers/failure_classifier.py,classify_replay_failure,fallback_selection_owner,1036,subscript_store,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.helpers.failure_classifier,tests/helpers/failure_classifier.py,classify_replay_failure,fallback_content_owner,1037,subscript_store,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.helpers.failure_dashboard_fixtures,tests/helpers/failure_dashboard_fixtures.py,<module>,owner_bucket,76,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.helpers.failure_dashboard_fixtures,tests/helpers/failure_dashboard_fixtures.py,<module>,sanitizer_strict_social_selection_owner,159,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.helpers.failure_dashboard_fixtures,tests/helpers/failure_dashboard_fixtures.py,<module>,sanitizer_strict_social_prose_owner,160,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.helpers.failure_dashboard_fixtures,tests/helpers/failure_dashboard_fixtures.py,<module>,sanitizer_strict_social_selection_owner_trace_short,161,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.helpers.failure_dashboard_fixtures,tests/helpers/failure_dashboard_fixtures.py,<module>,sanitizer_strict_social_prose_owner_trace_short,162,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.helpers.golden_replay,tests/helpers/golden_replay.py,_fallback_selection_is_scene_action_nonblocking,fallback_family,1068,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.helpers.golden_replay_projection,tests/helpers/golden_replay_projection.py,project_turn_observation,fallback_family,210,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.helpers.golden_replay_projection_fallbacks,tests/helpers/golden_replay_projection_fallbacks.py,_resolve_fallback_family,fallback_family,84,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.helpers.golden_replay_projection_test_support,tests/helpers/golden_replay_projection_test_support.py,ak5_rich_projection_payload,fallback_temporal_frame,77,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.helpers.golden_replay_projection_test_support,tests/helpers/golden_replay_projection_test_support.py,ak5_rich_projection_payload,fallback_family_used,80,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.helpers.golden_replay_projection_test_support,tests/helpers/golden_replay_projection_test_support.py,ak5_rich_projection_payload,realization_fallback_family,81,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.helpers.golden_replay_projection_test_support,tests/helpers/golden_replay_projection_test_support.py,ak5_rich_projection_payload,opening_fallback_authorship_source,83,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.helpers.golden_replay_projection_test_support,tests/helpers/golden_replay_projection_test_support.py,ak5_rich_projection_payload,sealed_fallback_owner_bucket,84,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.helpers.golden_replay_projection_test_support,tests/helpers/golden_replay_projection_test_support.py,ak5_rich_projection_payload,visibility_fallback_owner_bucket,85,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.helpers.opening_fallback_evidence,tests/helpers/opening_fallback_evidence.py,assert_opening_fallback_family_temporal,fallback_family_used,202,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.helpers.opening_fallback_evidence,tests/helpers/opening_fallback_evidence.py,assert_opening_fallback_family_temporal,fallback_temporal_frame,203,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.helpers.opening_fallback_evidence,tests/helpers/opening_fallback_evidence.py,assert_opening_fallback_upstream_prepared,owner_bucket,247,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.helpers.opening_fallback_evidence,tests/helpers/opening_fallback_evidence.py,successful_opening_observed_fields,opening_fallback_owner_bucket,578,subscript_store,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.helpers.opening_fallback_evidence,tests/helpers/opening_fallback_evidence.py,fail_closed_opening_observed_fields,opening_fallback_owner_bucket,592,subscript_store,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.helpers.opening_fallback_evidence,tests/helpers/opening_fallback_evidence.py,build_legacy_compatibility_local_opening_fallback_evidence,opening_fallback_authorship_source,630,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.helpers.replacement_attribution_inventory,tests/helpers/replacement_attribution_inventory.py,_lineage_mutation_attribution_from_fem,producer_repair_kind,549,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.helpers.replacement_attribution_inventory,tests/helpers/replacement_attribution_inventory.py,_lineage_mutation_attribution_from_fem,owner_bucket,579,subscript_store,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.helpers.replacement_attribution_inventory,tests/helpers/replacement_attribution_inventory.py,attribution_record_from_lineage_event,owner_bucket,694,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.helpers.replacement_attribution_inventory,tests/helpers/replacement_attribution_inventory.py,baseline_attribution_classifier_inputs,fem_runtime_lineage_events,1049,subscript_store,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.helpers.replacement_attribution_inventory,tests/helpers/replacement_attribution_inventory.py,build_baseline_attribution_corpus,fem_runtime_lineage_events,1251,subscript_store,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.helpers.replay_bug_recurrence_events,tests/helpers/replay_bug_recurrence_events.py,recurrence_rows,owner_bucket,152,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.helpers.replay_governance_fixtures,tests/helpers/replay_governance_fixtures.py,traceability_registry_fixture,owner_bucket,53,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.helpers.replay_observed_row_fixtures,tests/helpers/replay_observed_row_fixtures.py,synthetic_rerun_turn,sealed_fallback_owner_bucket,119,subscript_store,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_bz_protected_replay_trend_window_2,tests/test_bz_protected_replay_trend_window_2.py,_raw_turn,opening_fallback_owner_bucket,54,dict_update,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_bz_protected_replay_trend_window_2,tests/test_bz_protected_replay_trend_window_2.py,_raw_turn,sealed_fallback_owner_bucket,54,dict_update,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_bz_protected_replay_trend_window_2,tests/test_bz_protected_replay_trend_window_2.py,test_recurrence_newly_recurring,owner_bucket,317,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_bz_protected_replay_trend_window_2,tests/test_bz_protected_replay_trend_window_2.py,test_recurrence_owner_changed_by_subject,owner_bucket,362,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_bz_protected_replay_trend_window_2,tests/test_bz_protected_replay_trend_window_2.py,test_recurrence_ambiguous_subject_is_reported,owner_bucket,389,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_bz_protected_replay_trend_window_2,tests/test_bz_protected_replay_trend_window_2.py,test_recurrence_historical_snapshot_comparison_mode,owner_bucket,454,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_bz_protected_replay_trend_window_2,tests/test_bz_protected_replay_trend_window_2.py,test_recurrence_movement_output_is_order_independent,owner_bucket,515,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_bz_protected_replay_trend_window_2,tests/test_bz_protected_replay_trend_window_2.py,test_recurrence_summary_counts_match_movement_list_lengths,owner_bucket,530,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_cf2_protected_field_routing,tests/test_cf2_protected_field_routing.py,test_cf2_rich_turn_clears_unavailable_for_fem_backed_fields,fallback_family_used,266,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_cf3_raw_normalized_fem_field_matrix,tests/test_cf3_raw_normalized_fem_field_matrix.py,test_cf3_normalization_preserves_flat_fem_key_values,sealed_fallback_owner_bucket,51,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_cf3_raw_normalized_fem_field_matrix,tests/test_cf3_raw_normalized_fem_field_matrix.py,test_cf3_normalization_preserves_flat_fem_key_values,visibility_fallback_owner_bucket,52,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_cf3_raw_normalized_fem_field_matrix,tests/test_cf3_raw_normalized_fem_field_matrix.py,test_cf3_rich_turn_raw_and_normalized_presence_parity,fallback_family_used,117,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_cf3_raw_normalized_fem_field_matrix,tests/test_cf3_raw_normalized_fem_field_matrix.py,test_cf3_rich_turn_raw_and_normalized_presence_parity,realization_fallback_family,118,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_cf3_raw_normalized_fem_field_matrix,tests/test_cf3_raw_normalized_fem_field_matrix.py,test_cf3_opening_owner_bucket_derived_not_normalized,opening_fallback_authorship_source,183,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_failure_classification_contract,tests/test_failure_classification_contract.py,test_opening_fallback_owner_bucket_values_are_contract_locked,opening_fallback_owner_bucket,298,subscript_store,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_failure_classification_contract,tests/test_failure_classification_contract.py,test_sealed_fallback_owner_bucket_values_are_contract_locked,sealed_fallback_owner_bucket,310,subscript_store,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_failure_classification_contract,tests/test_failure_classification_contract.py,test_visibility_fallback_owner_bucket_values_are_contract_locked,visibility_fallback_owner_bucket,320,subscript_store,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_failure_classification_contract,tests/test_failure_classification_contract.py,test_visibility_family_split_owner_fields_are_contract_locked,fallback_selection_owner,344,subscript_store,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_failure_classification_contract,tests/test_failure_classification_contract.py,test_visibility_family_split_owner_fields_are_contract_locked,fallback_content_owner,345,subscript_store,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_failure_classification_contract,tests/test_failure_classification_contract.py,test_visibility_family_split_owner_fields_are_contract_locked,visibility_fallback_owner_bucket,346,subscript_store,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_failure_classification_contract,tests/test_failure_classification_contract.py,test_sealed_family_split_owner_fields_are_contract_locked,fallback_selection_owner,367,subscript_store,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_failure_classification_contract,tests/test_failure_classification_contract.py,test_sealed_family_split_owner_fields_are_contract_locked,fallback_content_owner,368,subscript_store,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_failure_classification_contract,tests/test_failure_classification_contract.py,test_sealed_family_split_owner_fields_are_contract_locked,sealed_fallback_owner_bucket,369,subscript_store,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_failure_classification_contract,tests/test_failure_classification_contract.py,test_opening_family_split_owner_fields_are_contract_locked,fallback_selection_owner,398,subscript_store,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_failure_classification_contract,tests/test_failure_classification_contract.py,test_opening_family_split_owner_fields_are_contract_locked,fallback_content_owner,399,subscript_store,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_failure_classification_contract,tests/test_failure_classification_contract.py,test_opening_family_split_owner_fields_are_contract_locked,opening_fallback_owner_bucket,400,subscript_store,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_failure_classification_contract,tests/test_failure_classification_contract.py,test_strict_social_from_sanitizer_owner_split_fields_are_contract_locked,sanitizer_strict_social_selection_owner,446,subscript_store,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_failure_classification_contract,tests/test_failure_classification_contract.py,test_strict_social_from_sanitizer_owner_split_fields_are_contract_locked,sanitizer_strict_social_prose_owner,447,subscript_store,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_failure_classification_contract,tests/test_failure_classification_contract.py,test_strict_social_from_sanitizer_owner_split_fields_are_contract_locked,sanitizer_empty_fallback_owner,453,subscript_store,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_failure_classifier,tests/test_failure_classifier.py,test_failure_dashboard_renders_optional_runtime_lineage_summary_without_changing_rows,fallback_authorship_source,366,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_failure_classifier,tests/test_failure_classifier.py,test_failure_dashboard_renders_optional_runtime_lineage_summary_without_changing_rows,fallback_owner_bucket,367,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_failure_classifier,tests/test_failure_classifier.py,test_failure_dashboard_renders_optional_runtime_lineage_summary_without_changing_rows,fallback_selection_owner,368,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_failure_classifier,tests/test_failure_classifier.py,test_failure_dashboard_renders_optional_runtime_lineage_summary_without_changing_rows,fallback_content_owner,369,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_failure_classifier,tests/test_failure_classifier.py,test_failure_classifier_rows_split_canonical_legacy_and_sealed_opening_owner_buckets,opening_fallback_owner_bucket,478,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_failure_classifier,tests/test_failure_classifier.py,test_failure_classifier_rows_split_canonical_legacy_and_sealed_opening_owner_buckets,opening_fallback_authorship_source,479,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_failure_classifier,tests/test_failure_classifier.py,test_failure_classifier_preserves_projected_opening_owner_bucket_evidence,owner_bucket,487,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_failure_classifier,tests/test_failure_classifier.py,test_failure_classifier_preserves_projected_opening_owner_bucket_evidence,opening_fallback_owner_bucket,497,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_failure_classifier,tests/test_failure_classifier.py,test_ordinary_classifier_opening_builders_never_emit_compat_local_authorship,fallback_content_owner,538,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_failure_classifier,tests/test_failure_classifier.py,test_ordinary_classifier_opening_builders_never_emit_compat_local_authorship,opening_fallback_owner_bucket,539,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_failure_classifier,tests/test_failure_classifier.py,test_failure_classification_contract_rejects_invalid_opening_owner_bucket,opening_fallback_owner_bucket,685,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_failure_classifier,tests/test_failure_classifier.py,test_failure_classifier_preserves_projected_sealed_owner_bucket_evidence,sealed_fallback_owner_bucket,715,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_failure_classifier,tests/test_failure_classifier.py,test_failure_classifier_preserves_projected_visibility_fallback_evidence,visibility_fallback_owner_bucket,734,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_failure_classifier,tests/test_failure_classifier.py,test_failure_classification_contract_rejects_invalid_visibility_owner_bucket,visibility_fallback_owner_bucket,745,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_failure_classifier,tests/test_failure_classifier.py,test_failure_classifier_sanitizer_empty_fallback_is_sanitizer_owned_not_prepared_answer_action,sanitizer_empty_fallback_owner,1215,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_failure_classifier,tests/test_failure_classifier.py,test_failure_classifier_strict_social_sanitizer_fallback_keeps_selection_and_prose_owners_split,sanitizer_strict_social_selection_owner,1396,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_failure_classifier,tests/test_failure_classifier.py,test_failure_classifier_strict_social_sanitizer_fallback_keeps_selection_and_prose_owners_split,sanitizer_strict_social_prose_owner,1397,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_failure_classifier,tests/test_failure_classifier.py,test_failure_classifier_accepts_opening_family_runtime_lineage_split_owners,fallback_content_owner,1478,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_failure_classifier,tests/test_failure_classifier.py,test_failure_classifier_accepts_opening_family_runtime_lineage_split_owners,opening_fallback_owner_bucket,1479,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
tests.test_failure_classifier,tests/test_failure_classifier.py,test_failure_classifier_accepts_gate_selected_strict_social_runtime_lineage_split_owners,fallback_selection_owner,1528,assignment_or_kwarg,test/governance writer,tests/helpers/attribution_contract.py or golden_replay_projection,Read-side inventory / governance; not production FEM stamping
