"Path","Filename","Category","ProposedDestination","Confidence","Reason"
"audits\cycle_e_block_b_fallback_behavior_gate_assertion_thinning_2026-05-17.md","cycle_e_block_b_fallback_behavior_gate_assertion_thinning_2026-05-17.md","G","Leave in place; review for a future path-contract migration","Medium","Legacy audit location contains test/generator-pinned paths, operational snapshots, and mixed historical evidence."
"audits\cycle_e_block_c_fallback_behavior_retry_consumer_thinning_2026-05-17.md","cycle_e_block_c_fallback_behavior_retry_consumer_thinning_2026-05-17.md","G","Leave in place; review for a future path-contract migration","Medium","Legacy audit location contains test/generator-pinned paths, operational snapshots, and mixed historical evidence."
"audits\cycle_e_block_f_opening_fallback_ownership_comments_2026-05-17.md","cycle_e_block_f_opening_fallback_ownership_comments_2026-05-17.md","G","Leave in place; review for a future path-contract migration","Medium","Legacy audit location contains test/generator-pinned paths, operational snapshots, and mixed historical evidence."
"audits\cycle_e_block_g_sealed_fallback_ownership_comments_2026-05-17.md","cycle_e_block_g_sealed_fallback_ownership_comments_2026-05-17.md","G","Leave in place; review for a future path-contract migration","Medium","Legacy audit location contains test/generator-pinned paths, operational snapshots, and mixed historical evidence."
"audits\cycle_e_block_h_fast_fallback_ownership_comments_2026-05-17.md","cycle_e_block_h_fast_fallback_ownership_comments_2026-05-17.md","G","Leave in place; review for a future path-contract migration","Medium","Legacy audit location contains test/generator-pinned paths, operational snapshots, and mixed historical evidence."
"audits\cycle_e_fallback_behavior_ownership_thinning_closure_2026-05-17.md","cycle_e_fallback_behavior_ownership_thinning_closure_2026-05-17.md","G","Leave in place; review for a future path-contract migration","Medium","Legacy audit location contains test/generator-pinned paths, operational snapshots, and mixed historical evidence."
"audits\cycle_e_test_signal_ownership_recon_2026-05-17.md","cycle_e_test_signal_ownership_recon_2026-05-17.md","G","Leave in place; review for a future path-contract migration","Medium","Legacy audit location contains test/generator-pinned paths, operational snapshots, and mixed historical evidence."
"audits\cycle_f_final_gate_hotspot_touch_budget_20260518.md","cycle_f_final_gate_hotspot_touch_budget_20260518.md","G","Leave in place; review for a future path-contract migration","Medium","Legacy audit location contains test/generator-pinned paths, operational snapshots, and mixed historical evidence."
"audits\cycle_f_maintenance_drag_closure_20260519.md","cycle_f_maintenance_drag_closure_20260519.md","G","Leave in place; review for a future path-contract migration","Medium","Legacy audit location contains test/generator-pinned paths, operational snapshots, and mixed historical evidence."
"audits\cycle_f_maintenance_drag_recon_20260517.md","cycle_f_maintenance_drag_recon_20260517.md","G","Leave in place; review for a future path-contract migration","Medium","Legacy audit location contains test/generator-pinned paths, operational snapshots, and mixed historical evidence."
"audits\cycle_f_opening_fallback_owner_map_20260518.md","cycle_f_opening_fallback_owner_map_20260518.md","G","Leave in place; review for a future path-contract migration","Medium","Legacy audit location contains test/generator-pinned paths, operational snapshots, and mixed historical evidence."
"audits\cycle_f_opening_fallback_owner_routing_recon_20260518.md","cycle_f_opening_fallback_owner_routing_recon_20260518.md","G","Leave in place; review for a future path-contract migration","Medium","Legacy audit location contains test/generator-pinned paths, operational snapshots, and mixed historical evidence."
"audits\cycle_f_source_fanout_refinement_20260518.md","cycle_f_source_fanout_refinement_20260518.md","G","Leave in place; review for a future path-contract migration","Medium","Legacy audit location contains test/generator-pinned paths, operational snapshots, and mixed historical evidence."
"audits\cycle_g_block4_full_suite_confirmation_20260519.txt","cycle_g_block4_full_suite_confirmation_20260519.txt","G","Leave in place; review for a future path-contract migration","Medium","Legacy audit location contains test/generator-pinned paths, operational snapshots, and mixed historical evidence."
"audits\cycle_g_debt_file_20260518.txt","cycle_g_debt_file_20260518.txt","G","Leave in place; review for a future path-contract migration","Medium","Legacy audit location contains test/generator-pinned paths, operational snapshots, and mixed historical evidence."
"audits\cycle_g_debt_gate_subset_20260518.txt","cycle_g_debt_gate_subset_20260518.txt","G","Leave in place; review for a future path-contract migration","Medium","Legacy audit location contains test/generator-pinned paths, operational snapshots, and mixed historical evidence."
"audits\cycle_g_debt_node_20260518.txt","cycle_g_debt_node_20260518.txt","G","Leave in place; review for a future path-contract migration","Medium","Legacy audit location contains test/generator-pinned paths, operational snapshots, and mixed historical evidence."
"audits\cycle_g_diegetic_file_20260518.txt","cycle_g_diegetic_file_20260518.txt","G","Leave in place; review for a future path-contract migration","Medium","Legacy audit location contains test/generator-pinned paths, operational snapshots, and mixed historical evidence."
"audits\cycle_g_diegetic_node_20260518.txt","cycle_g_diegetic_node_20260518.txt","G","Leave in place; review for a future path-contract migration","Medium","Legacy audit location contains test/generator-pinned paths, operational snapshots, and mixed historical evidence."
"audits\cycle_g_full_suite_baseline_20260518.txt","cycle_g_full_suite_baseline_20260518.txt","G","Leave in place; review for a future path-contract migration","Medium","Legacy audit location contains test/generator-pinned paths, operational snapshots, and mixed historical evidence."
"audits\cycle_g_full_suite_basetemp_20260518.txt","cycle_g_full_suite_basetemp_20260518.txt","G","Leave in place; review for a future path-contract migration","Medium","Legacy audit location contains test/generator-pinned paths, operational snapshots, and mixed historical evidence."
"audits\cycle_g_opening_mixed_subset_20260518.txt","cycle_g_opening_mixed_subset_20260518.txt","G","Leave in place; review for a future path-contract migration","Medium","Legacy audit location contains test/generator-pinned paths, operational snapshots, and mixed historical evidence."
"audits\cycle_g_opening_subset_20260518.txt","cycle_g_opening_subset_20260518.txt","G","Leave in place; review for a future path-contract migration","Medium","Legacy audit location contains test/generator-pinned paths, operational snapshots, and mixed historical evidence."
"audits\cycle_q_replay_cost_compression_closure_2026-05-29.md","cycle_q_replay_cost_compression_closure_2026-05-29.md","G","Leave in place; review for a future path-contract migration","Medium","Legacy audit location contains test/generator-pinned paths, operational snapshots, and mixed historical evidence."
"audits\cycle_q_replay_cost_compression_recon_2026-05-29.md","cycle_q_replay_cost_compression_recon_2026-05-29.md","G","Leave in place; review for a future path-contract migration","Medium","Legacy audit location contains test/generator-pinned paths, operational snapshots, and mixed historical evidence."
"audits\failure_dashboard_latest.md","failure_dashboard_latest.md","G","Leave in place; review for a future path-contract migration","Medium","Legacy audit location contains test/generator-pinned paths, operational snapshots, and mixed historical evidence."
"audits\failure_dashboard_precision_pass_2026-05-11.md","failure_dashboard_precision_pass_2026-05-11.md","G","Leave in place; review for a future path-contract migration","Medium","Legacy audit location contains test/generator-pinned paths, operational snapshots, and mixed historical evidence."
"audits\failure_dashboard_probe_sample.md","failure_dashboard_probe_sample.md","G","Leave in place; review for a future path-contract migration","Medium","Legacy audit location contains test/generator-pinned paths, operational snapshots, and mixed historical evidence."
"audits\failure_hotspots.md","failure_hotspots.md","G","Leave in place; review for a future path-contract migration","Medium","Legacy audit location contains test/generator-pinned paths, operational snapshots, and mixed historical evidence."
"audits\failure_owner_matrix.md","failure_owner_matrix.md","G","Leave in place; review for a future path-contract migration","Medium","Legacy audit location contains test/generator-pinned paths, operational snapshots, and mixed historical evidence."
"audits\failure_surface_inventory.md","failure_surface_inventory.md","G","Leave in place; review for a future path-contract migration","Medium","Legacy audit location contains test/generator-pinned paths, operational snapshots, and mixed historical evidence."
"audits\mutation_boundary_inventory.md","mutation_boundary_inventory.md","G","Leave in place; review for a future path-contract migration","Medium","Legacy audit location contains test/generator-pinned paths, operational snapshots, and mixed historical evidence."
"audits\opening_fallback_surface_inventory_2026-05-11.md","opening_fallback_surface_inventory_2026-05-11.md","G","Leave in place; review for a future path-contract migration","Medium","Legacy audit location contains test/generator-pinned paths, operational snapshots, and mixed historical evidence."
"audits\proposed_failure_classification_schema.md","proposed_failure_classification_schema.md","G","Leave in place; review for a future path-contract migration","Medium","Legacy audit location contains test/generator-pinned paths, operational snapshots, and mixed historical evidence."
"audits\replay_failure_corpus.md","replay_failure_corpus.md","G","Leave in place; review for a future path-contract migration","Medium","Legacy audit location contains test/generator-pinned paths, operational snapshots, and mixed historical evidence."
"audits\runtime_signal_inventory.md","runtime_signal_inventory.md","G","Leave in place; review for a future path-contract migration","Medium","Legacy audit location contains test/generator-pinned paths, operational snapshots, and mixed historical evidence."
"audits\thin_answer_fallback_surface_inventory_2026-05-12.md","thin_answer_fallback_surface_inventory_2026-05-12.md","G","Leave in place; review for a future path-contract migration","Medium","Legacy audit location contains test/generator-pinned paths, operational snapshots, and mixed historical evidence."
"data\scenes\watch_post.json","watch_post.json","F","Leave in place","High","Normal project documentation, dependency text, or test-facing documentation; not solely an audit-cycle artifact."
"data\scenes\watchtower.json","watchtower.json","F","Leave in place","High","Normal project documentation, dependency text, or test-facing documentation; not solely an audit-cycle artifact."
"docs\acceptance_quality_layer.md","acceptance_quality_layer.md","F","Leave in place","High","Normal project documentation, dependency text, or test-facing documentation; not solely an audit-cycle artifact."
"docs\ai_gm_contract.md","ai_gm_contract.md","D","Leave in place pending review","Medium","Metric/contract/manifest naming, but may be active runtime, testing, or governance authority."
"docs\architecture_audit_framework.md","architecture_audit_framework.md","F","Leave in place","High","Normal project documentation, dependency text, or test-facing documentation; not solely an audit-cycle artifact."
"docs\architecture_audit_readme.md","architecture_audit_readme.md","F","Leave in place","High","Normal project documentation, dependency text, or test-facing documentation; not solely an audit-cycle artifact."
"docs\architecture_ownership_ledger.md","architecture_ownership_ledger.md","D","Leave in place pending review","Medium","Ledger naming, but may be active architecture/project authority rather than audit-cycle material."
"docs\archive\dead_governance\2026-05-31\cycle_e_test_signal_ownership_thinning_closure_2026-05-17.md","cycle_e_test_signal_ownership_thinning_closure_2026-05-17.md","B","Leave in existing archive","High","Clearly obsolete governance material already coherently archived."
"docs\archive\dead_governance\2026-05-31\cycle_f_opening_projection_fixture_helper_recon_20260518.md","cycle_f_opening_projection_fixture_helper_recon_20260518.md","B","Leave in existing archive","High","Clearly obsolete governance material already coherently archived."
"docs\archive\dead_governance\2026-05-31\cycle_f_routing_policy_decision_memo_20260518.md","cycle_f_routing_policy_decision_memo_20260518.md","B","Leave in existing archive","High","Clearly obsolete governance material already coherently archived."
"docs\archive\dead_governance\2026-05-31\cycle_g_block1_full_suite_validation_20260519.txt","cycle_g_block1_full_suite_validation_20260519.txt","B","Leave in existing archive","High","Clearly obsolete governance material already coherently archived."
"docs\archive\dead_governance\2026-05-31\cycle_g_block2_full_suite_validation_20260519.txt","cycle_g_block2_full_suite_validation_20260519.txt","B","Leave in existing archive","High","Clearly obsolete governance material already coherently archived."
"docs\archive\dead_governance\2026-05-31\cycle_g_block3_full_suite_validation_20260519.txt","cycle_g_block3_full_suite_validation_20260519.txt","B","Leave in existing archive","High","Clearly obsolete governance material already coherently archived."
"docs\archive\dead_governance\2026-05-31\cycle_g_runtime_stability_suite_hygiene_recon_20260518.md","cycle_g_runtime_stability_suite_hygiene_recon_20260518.md","B","Leave in existing archive","High","Clearly obsolete governance material already coherently archived."
"docs\archive\dead_governance\2026-05-31\cycle_g_tracked_runtime_snapshot_churn_recon_20260519.md","cycle_g_tracked_runtime_snapshot_churn_recon_20260519.md","B","Leave in existing archive","High","Clearly obsolete governance material already coherently archived."
"docs\archive\dead_governance\2026-05-31\failure_dashboard_contract_lock_2026-05-11.md","failure_dashboard_contract_lock_2026-05-11.md","B","Leave in existing archive","High","Clearly obsolete governance material already coherently archived."
"docs\archive\dead_governance\2026-05-31\failure_dashboard_cycle_b_closure_2026-05-11.md","failure_dashboard_cycle_b_closure_2026-05-11.md","B","Leave in existing archive","High","Clearly obsolete governance material already coherently archived."
"docs\archive\dead_governance\2026-05-31\failure_dashboard_final_integration_audit_2026-05-11.md","failure_dashboard_final_integration_audit_2026-05-11.md","B","Leave in existing archive","High","Clearly obsolete governance material already coherently archived."
"docs\archive\dead_governance\2026-05-31\failure_dashboard_operationalization_2026-05-11.md","failure_dashboard_operationalization_2026-05-11.md","B","Leave in existing archive","High","Clearly obsolete governance material already coherently archived."
"docs\archive\dead_governance\2026-05-31\failure_dashboard_probe_harness_2026-05-11.md","failure_dashboard_probe_harness_2026-05-11.md","B","Leave in existing archive","High","Clearly obsolete governance material already coherently archived."
"docs\archive\dead_governance\2026-05-31\failure_dashboard_sample.md","failure_dashboard_sample.md","B","Leave in existing archive","High","Clearly obsolete governance material already coherently archived."
"docs\archive\dead_governance\2026-05-31\failure_locality_assessment.md","failure_locality_assessment.md","B","Leave in existing archive","High","Clearly obsolete governance material already coherently archived."
"docs\archive\dead_governance\2026-05-31\golden_replay_baseline_2026-05-11.md","golden_replay_baseline_2026-05-11.md","B","Leave in existing archive","High","Clearly obsolete governance material already coherently archived."
"docs\archive\dead_governance\2026-05-31\golden_replay_readiness_2026-05-11.md","golden_replay_readiness_2026-05-11.md","B","Leave in existing archive","High","Clearly obsolete governance material already coherently archived."
"docs\archive\dead_governance\2026-05-31\post_gate_sanitizer_rewrite_surface_inventory_2026-05-12.md","post_gate_sanitizer_rewrite_surface_inventory_2026-05-12.md","B","Leave in existing archive","High","Clearly obsolete governance material already coherently archived."
"docs\archive\dead_governance\2026-05-31\README.md","README.md","B","Leave in existing archive","High","Clearly obsolete governance material already coherently archived."
"docs\audits\BP_runtime_fallback_incidence_discovery.md","BP_runtime_fallback_incidence_discovery.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BP2_projection_coverage_audit.md","BP2_projection_coverage_audit.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BP3_projection_gap_reality_audit.md","BP3_projection_gap_reality_audit.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BQ_recurrence_history_discovery.md","BQ_recurrence_history_discovery.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BQ16_recurrence_graduation_audit.md","BQ16_recurrence_graduation_audit.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BQ35_recurrence_event_source_audit.md","BQ35_recurrence_event_source_audit.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BQ36_recurrence_write_path_audit.md","BQ36_recurrence_write_path_audit.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BQ37_recurrence_history_migration.md","BQ37_recurrence_history_migration.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BQC3_confidence_calibration_audit.md","BQC3_confidence_calibration_audit.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BQC4_final_graduation_decision.md","BQC4_final_graduation_decision.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BQC5_effectiveness_validation.md","BQC5_effectiveness_validation.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BT_speaker_contract_risk_closeout.md","BT_speaker_contract_risk_closeout.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BT_speaker_finalization_divergence_discovery.md","BT_speaker_finalization_divergence_discovery.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BU_post_bj_fan_in_fan_out_validation.md","BU_post_bj_fan_in_fan_out_validation.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BU1_stack_pipeline_contract_surface_discovery.md","BU1_stack_pipeline_contract_surface_discovery.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BU15_split_owner_acceptance_matrix.md","BU15_split_owner_acceptance_matrix.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BU28_governance_entrypoint_sweep.md","BU28_governance_entrypoint_sweep.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BU30_governance_surface_closeout.md","BU30_governance_surface_closeout.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BU4_ownership_write_path_registry.md","BU4_ownership_write_path_registry.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV_follow_on_candidates.md","BV_follow_on_candidates.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV_maintenance_economics_validation_closeout.md","BV_maintenance_economics_validation_closeout.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV1_bug_fix_locality_validation.md","BV1_bug_fix_locality_validation.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV1_fallback_incidence_validation.md","BV1_fallback_incidence_validation.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV1_maintenance_cost_matrix.md","BV1_maintenance_cost_matrix.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV10_access_patterns.md","BV10_access_patterns.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV10_consolidation_candidates.md","BV10_consolidation_candidates.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV10_consolidation_plan.md","BV10_consolidation_plan.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV10_consumer_classification.md","BV10_consumer_classification.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV10_dependency_inventory.md","BV10_dependency_inventory.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV10_hub_analysis.md","BV10_hub_analysis.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV10_projection.md","BV10_projection.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV10_read_cluster_verification.md","BV10_read_cluster_verification.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV10A_delegate_verification.md","BV10A_delegate_verification.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV10A_view_extraction.md","BV10A_view_extraction.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV10B_cluster_analysis.md","BV10B_cluster_analysis.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV10B_consumer_migration.md","BV10B_consumer_migration.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV10B_fan_in_report.md","BV10B_fan_in_report.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV10C_fan_in_closeout.md","BV10C_fan_in_closeout.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV10C_remaining_imports.md","BV10C_remaining_imports.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV11_candidate_review.md","BV11_candidate_review.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV11_concentration_rankings.md","BV11_concentration_rankings.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV11_hotspot_inventory.md","BV11_hotspot_inventory.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV11_maintenance_matrix.md","BV11_maintenance_matrix.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV11_next_candidates.md","BV11_next_candidates.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV12_closeout.md","BV12_closeout.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV12_decomposition_plan.md","BV12_decomposition_plan.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV12_dependency_inventory.md","BV12_dependency_inventory.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV12_extraction_candidates.md","BV12_extraction_candidates.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV12_hub_analysis.md","BV12_hub_analysis.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV12_projection.md","BV12_projection.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV12_symbol_concentration.md","BV12_symbol_concentration.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV12_usage_classification.md","BV12_usage_classification.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV12A_delegate_verification.md","BV12A_delegate_verification.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV12A_facade_extraction.md","BV12A_facade_extraction.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV12B_consumer_migration.md","BV12B_consumer_migration.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV12B_fan_in_report.md","BV12B_fan_in_report.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV12B_hub_reclassification.md","BV12B_hub_reclassification.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV12C_compat_barrel_audit.md","BV12C_compat_barrel_audit.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV12C_hub_reclassification.md","BV12C_hub_reclassification.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV13_authority_analysis.md","BV13_authority_analysis.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV13_candidate_analysis.md","BV13_candidate_analysis.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV13_closeout.md","BV13_closeout.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV13_decomposition_candidates.md","BV13_decomposition_candidates.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV13_decomposition_plan.md","BV13_decomposition_plan.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV13_dependency_inventory.md","BV13_dependency_inventory.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV13_hub_analysis.md","BV13_hub_analysis.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV13_projection.md","BV13_projection.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV13_symbol_concentration.md","BV13_symbol_concentration.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV13_usage_classification.md","BV13_usage_classification.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV13A_delegate_verification.md","BV13A_delegate_verification.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV13A_extraction_report.md","BV13A_extraction_report.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV13B_consumer_migration.md","BV13B_consumer_migration.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV13B_fan_in_report.md","BV13B_fan_in_report.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV13B_remaining_imports.md","BV13B_remaining_imports.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV13C_hub_reclassification.md","BV13C_hub_reclassification.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV13C_import_audit.md","BV13C_import_audit.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV14_authority_analysis.md","BV14_authority_analysis.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV14_candidate_analysis.md","BV14_candidate_analysis.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV14_closeout.md","BV14_closeout.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV14_decomposition_candidates.md","BV14_decomposition_candidates.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
"docs\audits\BV14_decomposition_plan.md","BV14_decomposition_plan.md","G","Leave in place; review for a future generator-aware migration","Medium","Audit-related, but many flat paths are generator/test contracts or have dense historical cross-references."
